id,order_id,payment_method,amount
210451,45649,coupon,358
210452,81978,coupon,6046
210453,58481,bank_transfer,4173
210454,12847,gift_card,6669
210455,48527,gift_card,6893
210456,77172,bank_transfer,7399
210457,97145,coupon,4832
210458,4306,gift_card,9688
210459,44132,gift_card,7116
210460,42371,bank_transfer,1815
210461,9805,bank_transfer,3933
210462,91336,credit_card,2748
210463,36101,gift_card,1437
210464,53857,gift_card,2524
210465,9757,credit_card,4458
210466,36067,credit_card,9106
210467,23368,bank_transfer,5784
210468,36593,coupon,938
210469,22824,gift_card,3105
210470,47419,coupon,9877
210471,79849,bank_transfer,1545
210472,10409,bank_transfer,2192
210473,85770,bank_transfer,4909
210474,18215,gift_card,3540
210475,93176,gift_card,9126
210476,14396,coupon,8791
210477,85131,coupon,2943
210478,27508,bank_transfer,5593
210479,87577,gift_card,8833
210480,15425,credit_card,7075
210481,85187,gift_card,7889
210482,4495,coupon,5431
210483,75598,gift_card,4169
210484,21081,coupon,8398
210485,28123,credit_card,3107
210486,21031,gift_card,9087
210487,35591,bank_transfer,1188
210488,72422,bank_transfer,9484
210489,90899,bank_transfer,5071
210490,9886,coupon,1510
210491,48829,coupon,4795
210492,31832,gift_card,4564
210493,5597,coupon,3761
210494,69487,bank_transfer,8047
210495,55597,bank_transfer,7115
210496,23061,credit_card,9834
210497,35345,gift_card,4246
210498,7467,bank_transfer,2438
210499,12172,credit_card,3906
210500,50624,bank_transfer,1300
210501,40386,gift_card,9686
210502,28973,coupon,1676
210503,89693,bank_transfer,5399
210504,49772,bank_transfer,4756
210505,86258,credit_card,2028
210506,47674,credit_card,5218
210507,84205,gift_card,444
210508,92842,credit_card,196
210509,98345,coupon,7469
210510,84580,gift_card,7205
210511,47547,coupon,8918
210512,22838,coupon,7322
210513,20767,credit_card,5715
210514,86920,coupon,9757
210515,18146,coupon,1634
210516,17099,gift_card,279
210517,18031,gift_card,3359
210518,59575,coupon,2853
210519,98337,coupon,1298
210520,25862,coupon,4143
210521,91804,credit_card,7459
210522,71557,credit_card,1410
210523,31124,gift_card,8891
210524,45415,bank_transfer,5872
210525,95472,bank_transfer,5014
210526,13541,credit_card,2252
210527,65326,coupon,2683
210528,1739,gift_card,3769
210529,96419,credit_card,3708
210530,65708,gift_card,3205
210531,11337,credit_card,2354
210532,89272,credit_card,8704
210533,10690,gift_card,8036
210534,54379,coupon,2708
210535,33902,bank_transfer,5858
210536,8842,coupon,4170
210537,47953,credit_card,7289
210538,12738,credit_card,3026
210539,47878,gift_card,2691
210540,13679,credit_card,2842
210541,93817,coupon,8507
210542,25380,credit_card,3099
210543,61921,credit_card,5866
210544,92000,bank_transfer,6688
210545,28463,bank_transfer,3125
210546,56300,bank_transfer,8059
210547,30533,credit_card,1999
210548,42245,bank_transfer,5837
210549,23801,coupon,4689
210550,48876,gift_card,9507
210551,93003,coupon,8813
210552,41521,coupon,3411
210553,90201,gift_card,2891
210554,21356,coupon,8031
210555,89632,gift_card,687
210556,23536,gift_card,8456
210557,17382,coupon,2335
210558,16028,gift_card,422
210559,44611,coupon,6478
210560,49454,coupon,9057
210561,34311,bank_transfer,6625
210562,5148,bank_transfer,2695
210563,10757,coupon,1789
210564,47560,gift_card,2123
210565,21771,credit_card,9684
210566,59913,credit_card,6473
210567,62272,credit_card,6252
210568,84212,gift_card,3667
210569,48055,bank_transfer,8639
210570,23560,gift_card,2542
210571,78677,bank_transfer,1876
210572,71452,credit_card,9633
210573,90521,gift_card,7603
210574,79937,bank_transfer,4363
210575,79179,gift_card,5395
210576,41843,coupon,483
210577,48697,gift_card,641
210578,77202,coupon,7527
210579,3176,bank_transfer,5621
210580,85850,coupon,5422
210581,29113,bank_transfer,8912
210582,7947,coupon,7499
210583,36488,gift_card,7021
210584,77906,bank_transfer,8412
210585,29639,credit_card,6827
210586,32612,coupon,3191
210587,23390,coupon,4113
210588,66808,credit_card,7081
210589,68129,coupon,992
210590,38198,bank_transfer,1264
210591,22078,bank_transfer,4749
210592,36563,bank_transfer,4823
210593,74471,credit_card,7842
210594,44089,gift_card,4174
210595,22393,coupon,5438
210596,55656,coupon,47
210597,72818,coupon,8033
210598,37096,credit_card,806
210599,31024,bank_transfer,676
210600,57035,credit_card,7669
210601,16641,credit_card,6930
210602,94650,credit_card,8124
210603,49400,credit_card,589
210604,67116,credit_card,8937
210605,45098,coupon,9721
210606,18874,coupon,9838
210607,38079,credit_card,1164
210608,77455,credit_card,2372
210609,10084,coupon,7813
210610,18964,credit_card,4170
210611,66122,coupon,4719
210612,87209,bank_transfer,5965
210613,43849,bank_transfer,7526
210614,88523,bank_transfer,1276
210615,73785,coupon,341
210616,41534,gift_card,8804
210617,41726,bank_transfer,4493
210618,78659,credit_card,6532
210619,58512,gift_card,792
210620,55644,bank_transfer,9236
210621,39810,gift_card,7643
210622,6465,bank_transfer,91
210623,96248,credit_card,9726
210624,5275,bank_transfer,8183
210625,6762,credit_card,3410
210626,81226,coupon,5379
210627,16769,credit_card,4131
210628,26157,coupon,4113
210629,12079,bank_transfer,8906
210630,28157,credit_card,8130
210631,66420,bank_transfer,9854
210632,85652,gift_card,7235
210633,30975,gift_card,6702
210634,63570,bank_transfer,2838
210635,5150,bank_transfer,4904
210636,53904,coupon,5575
210637,71904,gift_card,8351
210638,84215,credit_card,4808
210639,25056,gift_card,7767
210640,13224,coupon,1625
210641,83482,bank_transfer,9043
210642,52859,gift_card,1796
210643,2150,coupon,7421
210644,75981,coupon,898
210645,70625,credit_card,3914
210646,51910,bank_transfer,3177
210647,10168,gift_card,2026
210648,34342,credit_card,4369
210649,83786,credit_card,1734
210650,9354,credit_card,4756
210651,52097,gift_card,4092
210652,60591,bank_transfer,1026
210653,69299,coupon,4835
210654,92229,gift_card,4565
210655,5618,bank_transfer,6021
210656,59180,coupon,567
210657,28484,bank_transfer,4100
210658,14785,credit_card,3833
210659,13913,gift_card,4184
210660,7961,credit_card,3875
210661,56518,bank_transfer,4878
210662,69802,credit_card,942
210663,23030,credit_card,8549
210664,3936,bank_transfer,6000
210665,35224,credit_card,4222
210666,38315,coupon,1252
210667,68415,bank_transfer,5954
210668,82478,gift_card,5568
210669,9409,bank_transfer,3027
210670,87744,coupon,5830
210671,47463,credit_card,4967
210672,68394,coupon,7310
210673,12612,bank_transfer,9229
210674,86190,gift_card,7924
210675,29963,bank_transfer,9825
210676,57407,credit_card,3594
210677,47494,credit_card,3447
210678,25589,gift_card,9595
210679,6110,coupon,3374
210680,10661,coupon,2073
210681,68287,coupon,5192
210682,97331,credit_card,6791
210683,97124,gift_card,2318
210684,5792,credit_card,8206
210685,39187,credit_card,5340
210686,61524,gift_card,5018
210687,72827,credit_card,4520
210688,27475,bank_transfer,6645
210689,78512,bank_transfer,4811
210690,35855,gift_card,1904
210691,39979,gift_card,8864
210692,18554,credit_card,8228
210693,84554,gift_card,6681
210694,11738,gift_card,6367
210695,13092,gift_card,5014
210696,99556,bank_transfer,6983
210697,17582,gift_card,4466
210698,26685,coupon,8595
210699,10738,coupon,8448
210700,52940,bank_transfer,465
210701,49551,credit_card,1262
210702,42463,bank_transfer,890
210703,38440,bank_transfer,1490
210704,98570,credit_card,5834
210705,5568,gift_card,4560
210706,56031,coupon,8440
210707,17218,coupon,4905
210708,27823,coupon,9210
210709,73193,gift_card,8374
210710,37757,gift_card,3428
210711,62212,coupon,6257
210712,50725,coupon,2589
210713,4821,credit_card,7740
210714,55816,gift_card,9596
210715,11787,credit_card,4590
210716,36103,coupon,8519
210717,16637,gift_card,9645
210718,57628,credit_card,9408
210719,60581,coupon,5340
210720,84536,gift_card,3521
210721,14251,bank_transfer,8173
210722,80628,coupon,9246
210723,34248,bank_transfer,2805
210724,73349,bank_transfer,9740
210725,41269,credit_card,3477
210726,62317,gift_card,4163
210727,20417,bank_transfer,6426
210728,83891,credit_card,9264
210729,74391,credit_card,4084
210730,99633,credit_card,1556
210731,64946,credit_card,902
210732,71940,gift_card,1508
210733,56859,bank_transfer,2246
210734,86408,bank_transfer,2168
210735,27959,coupon,2682
210736,36251,credit_card,2795
210737,66655,credit_card,6104
210738,74257,coupon,3502
210739,45701,credit_card,1376
210740,69825,bank_transfer,6811
210741,55807,coupon,5595
210742,57016,bank_transfer,7503
210743,97310,bank_transfer,639
210744,77305,gift_card,8564
210745,81421,coupon,9310
210746,83154,coupon,198
210747,30402,credit_card,2866
210748,96999,bank_transfer,1671
210749,99322,gift_card,5163
210750,65228,bank_transfer,4295
210751,84760,credit_card,9818
210752,85960,credit_card,694
210753,31837,coupon,2210
210754,69410,credit_card,5916
210755,25963,coupon,4491
210756,29688,coupon,1618
210757,59008,bank_transfer,6544
210758,14204,coupon,3208
210759,24225,bank_transfer,5591
210760,47639,gift_card,6303
210761,94497,credit_card,7974
210762,53787,gift_card,3222
210763,2172,credit_card,8235
210764,3423,bank_transfer,1879
210765,17949,credit_card,9490
210766,84501,coupon,8043
210767,79189,coupon,1183
210768,78833,coupon,1908
210769,7354,coupon,7266
210770,14049,gift_card,2371
210771,84153,coupon,5849
210772,92844,gift_card,1495
210773,4732,gift_card,9729
210774,7373,credit_card,7728
210775,47726,coupon,1013
210776,68191,credit_card,4084
210777,24302,bank_transfer,6603
210778,35577,credit_card,3231
210779,6052,gift_card,4693
210780,93295,gift_card,4838
210781,9847,coupon,2321
210782,28881,gift_card,1263
210783,50566,gift_card,350
210784,54200,credit_card,9897
210785,81742,credit_card,946
210786,31629,credit_card,947
210787,8038,coupon,3952
210788,88685,coupon,55
210789,7134,gift_card,3408
210790,82792,coupon,3057
210791,15583,credit_card,8329
210792,40662,coupon,5318
210793,40975,gift_card,3827
210794,98003,bank_transfer,445
210795,39415,gift_card,6990
210796,74083,gift_card,8742
210797,19460,credit_card,5269
210798,27430,coupon,9960
210799,36882,credit_card,1178
210800,40303,credit_card,1237
210801,40482,bank_transfer,2058
210802,38691,gift_card,6811
210803,77126,coupon,9770
210804,36950,bank_transfer,4740
210805,77108,gift_card,6958
210806,32275,credit_card,9416
210807,60299,coupon,7170
210808,69008,bank_transfer,6911
210809,6745,gift_card,6750
210810,91510,credit_card,3306
210811,45190,coupon,7556
210812,86524,gift_card,1110
210813,47945,bank_transfer,2040
210814,54719,gift_card,9295
210815,55881,bank_transfer,1593
210816,94834,coupon,2043
210817,51038,coupon,9230
210818,60414,credit_card,7103
210819,588,gift_card,2854
210820,97922,gift_card,9867
210821,87850,gift_card,494
210822,32974,gift_card,7063
210823,28834,gift_card,2808
210824,55644,coupon,1528
210825,95429,credit_card,8040
210826,47802,credit_card,5123
210827,35349,coupon,8705
210828,57410,bank_transfer,6516
210829,74363,credit_card,8548
210830,13524,bank_transfer,3586
210831,69410,bank_transfer,7498
210832,56852,bank_transfer,7906
210833,57156,gift_card,636
210834,77781,credit_card,7706
210835,61337,bank_transfer,5510
210836,84416,bank_transfer,2301
210837,14567,credit_card,595
210838,81404,gift_card,5626
210839,240,coupon,4745
210840,74061,credit_card,1750
210841,11315,bank_transfer,4972
210842,65193,credit_card,5896
210843,31226,credit_card,7157
210844,60748,coupon,8474
210845,60615,coupon,6410
210846,92742,gift_card,9826
210847,12558,credit_card,57
210848,19353,coupon,7661
210849,41198,credit_card,5537
210850,29012,bank_transfer,9910
210851,31163,credit_card,5720
210852,70471,coupon,1596
210853,21974,credit_card,390
210854,20341,coupon,8254
210855,99379,credit_card,7430
210856,8117,gift_card,6242
210857,17873,credit_card,5122
210858,17732,coupon,432
210859,34594,credit_card,2297
210860,7659,credit_card,3075
210861,22104,bank_transfer,8062
210862,66899,coupon,5869
210863,48699,coupon,2734
210864,13701,credit_card,3165
210865,85803,credit_card,6095
210866,93708,coupon,1928
210867,52794,credit_card,7661
210868,48604,bank_transfer,8913
210869,63344,bank_transfer,6696
210870,62628,gift_card,7532
210871,19683,bank_transfer,4387
210872,73853,credit_card,6586
210873,94238,bank_transfer,4463
210874,53998,credit_card,2249
210875,55664,credit_card,1193
210876,9716,gift_card,9231
210877,19489,credit_card,7025
210878,24989,credit_card,7388
210879,44109,coupon,6356
210880,48506,gift_card,4734
210881,49793,gift_card,1708
210882,41125,coupon,4104
210883,30239,bank_transfer,3501
210884,80262,gift_card,1292
210885,9749,coupon,5605
210886,38772,bank_transfer,8519
210887,55977,bank_transfer,7099
210888,89114,gift_card,44
210889,16142,coupon,4097
210890,67367,gift_card,3242
210891,82058,credit_card,3774
210892,53429,coupon,3643
210893,8023,coupon,2681
210894,95027,credit_card,947
210895,64836,credit_card,7715
210896,4116,gift_card,1159
210897,62418,bank_transfer,9481
210898,19222,credit_card,6587
210899,58448,credit_card,3744
210900,40639,credit_card,5554
210901,34431,coupon,3829
210902,49243,bank_transfer,7736
210903,11929,bank_transfer,7603
210904,81827,bank_transfer,8061
210905,52921,bank_transfer,4392
210906,56443,bank_transfer,4771
210907,84849,bank_transfer,6086
210908,17110,credit_card,4028
210909,62100,coupon,2927
210910,85779,coupon,6681
210911,13118,credit_card,5348
210912,80633,gift_card,3493
210913,80894,credit_card,4928
210914,80481,credit_card,7117
210915,21695,coupon,9813
210916,15786,credit_card,8970
210917,80563,coupon,430
210918,4872,bank_transfer,9859
210919,98487,credit_card,9711
210920,95833,bank_transfer,2447
210921,309,bank_transfer,4254
210922,56750,gift_card,94
210923,32892,credit_card,2432
210924,48106,bank_transfer,7763
210925,29880,credit_card,3955
210926,74186,coupon,7544
210927,27218,coupon,3111
210928,91316,gift_card,5599
210929,41107,coupon,9057
210930,61638,coupon,9122
210931,35380,bank_transfer,6832
210932,96016,credit_card,3940
210933,60166,credit_card,7770
210934,48755,bank_transfer,3627
210935,14784,gift_card,710
210936,98865,gift_card,1875
210937,54244,coupon,6722
210938,95226,gift_card,987
210939,51210,coupon,5906
210940,26206,credit_card,8496
210941,75532,credit_card,9114
210942,1740,bank_transfer,6739
210943,10940,credit_card,5871
210944,10576,coupon,8374
210945,99667,gift_card,6800
210946,24403,credit_card,7846
210947,32164,bank_transfer,7812
210948,61064,bank_transfer,8011
210949,95310,bank_transfer,2361
210950,64766,gift_card,1841
210951,89528,bank_transfer,6563
210952,42368,coupon,9943
210953,8888,bank_transfer,5791
210954,38974,gift_card,2262
210955,97409,coupon,5404
210956,46342,bank_transfer,7722
210957,68929,gift_card,5996
210958,90108,bank_transfer,8008
210959,94377,credit_card,7332
210960,62258,bank_transfer,8657
210961,87399,gift_card,8511
210962,32075,gift_card,3118
210963,69415,bank_transfer,8150
210964,7940,gift_card,1110
210965,35735,credit_card,4535
210966,75159,coupon,1284
210967,24673,credit_card,713
210968,54626,coupon,2651
210969,15121,gift_card,5179
210970,66798,gift_card,543
210971,14033,coupon,2898
210972,38612,credit_card,2923
210973,58707,coupon,8093
210974,72178,credit_card,3611
210975,98298,credit_card,3664
210976,70162,coupon,179
210977,10499,bank_transfer,9536
210978,90341,credit_card,8584
210979,72809,bank_transfer,5384
210980,91243,bank_transfer,1267
210981,12993,bank_transfer,3796
210982,72956,coupon,7336
210983,66044,credit_card,5359
210984,24893,coupon,4017
210985,86201,credit_card,1227
210986,45757,bank_transfer,9498
210987,28705,gift_card,694
210988,48341,bank_transfer,9752
210989,88947,coupon,4129
210990,43817,credit_card,5333
210991,67987,credit_card,7112
210992,32349,credit_card,6455
210993,10573,credit_card,7064
210994,21178,credit_card,1845
210995,17886,credit_card,3925
210996,9440,coupon,9801
210997,71463,coupon,3912
210998,99817,bank_transfer,5286
210999,52893,gift_card,8836
211000,65874,bank_transfer,8843
211001,16557,gift_card,50
211002,99225,gift_card,2396
211003,35686,coupon,1712
211004,72969,coupon,2228
211005,1080,gift_card,300
211006,79316,coupon,436
211007,59758,gift_card,8570
211008,10826,credit_card,6123
211009,93607,bank_transfer,1016
211010,18432,bank_transfer,3623
211011,46163,coupon,6656
211012,69068,coupon,9723
211013,11852,bank_transfer,6601
211014,46539,coupon,5713
211015,11028,credit_card,7744
211016,60799,bank_transfer,1829
211017,2655,credit_card,4733
211018,27375,credit_card,3618
211019,82805,credit_card,1473
211020,53407,credit_card,6081
211021,31995,coupon,7139
211022,39008,bank_transfer,2295
211023,94755,gift_card,606
211024,71989,coupon,3744
211025,61518,bank_transfer,3995
211026,40099,coupon,7290
211027,69372,gift_card,1164
211028,81082,credit_card,6845
211029,98047,credit_card,8078
211030,61145,coupon,1946
211031,78754,credit_card,7186
211032,12663,bank_transfer,7175
211033,2180,credit_card,6234
211034,86499,bank_transfer,7973
211035,83722,gift_card,3548
211036,97439,gift_card,2194
211037,52950,credit_card,2586
211038,64233,gift_card,3009
211039,35554,credit_card,948
211040,31759,credit_card,616
211041,40896,credit_card,7801
211042,92494,coupon,1055
211043,65928,coupon,1237
211044,29974,gift_card,1923
211045,97367,bank_transfer,4683
211046,57502,gift_card,2209
211047,31095,gift_card,3679
211048,73536,gift_card,1876
211049,97967,credit_card,7774
211050,22947,credit_card,5282
211051,67525,bank_transfer,1057
211052,89906,gift_card,5440
211053,49648,gift_card,3472
211054,36979,coupon,1150
211055,94944,credit_card,3153
211056,52364,gift_card,4034
211057,98947,credit_card,9722
211058,55378,bank_transfer,5685
211059,93177,coupon,9575
211060,5532,coupon,9660
211061,89862,bank_transfer,8658
211062,80590,bank_transfer,608
211063,22325,bank_transfer,1069
211064,79181,credit_card,9546
211065,18819,gift_card,356
211066,3593,gift_card,430
211067,91187,bank_transfer,8016
211068,6362,coupon,4399
211069,77423,bank_transfer,6328
211070,57832,bank_transfer,1421
211071,99562,gift_card,9079
211072,77471,bank_transfer,8736
211073,21564,credit_card,3620
211074,99327,bank_transfer,9305
211075,5960,gift_card,1958
211076,45150,credit_card,7788
211077,39121,credit_card,9139
211078,10325,bank_transfer,3050
211079,75176,gift_card,3598
211080,44435,bank_transfer,2000
211081,97267,coupon,5372
211082,14784,coupon,4841
211083,58061,coupon,9827
211084,29053,coupon,8836
211085,82842,gift_card,56
211086,9695,gift_card,2703
211087,73610,bank_transfer,6090
211088,17257,gift_card,4053
211089,8423,gift_card,568
211090,69792,bank_transfer,4372
211091,17786,credit_card,522
211092,46613,bank_transfer,6986
211093,33391,gift_card,9695
211094,46125,coupon,7904
211095,54493,coupon,8788
211096,26300,coupon,7239
211097,44357,credit_card,498
211098,74369,coupon,9112
211099,85511,gift_card,3206
211100,46947,credit_card,5739
211101,65535,bank_transfer,3790
211102,20541,bank_transfer,2730
211103,36512,credit_card,6639
211104,31918,gift_card,2690
211105,23884,bank_transfer,1594
211106,9300,gift_card,3226
211107,58815,gift_card,3553
211108,21983,gift_card,4416
211109,29716,coupon,7369
211110,53634,bank_transfer,3992
211111,83835,gift_card,2583
211112,15362,gift_card,3334
211113,80182,bank_transfer,8822
211114,64369,credit_card,5054
211115,52745,credit_card,6906
211116,31461,bank_transfer,137
211117,62200,credit_card,5461
211118,86942,credit_card,1798
211119,40083,coupon,5320
211120,66132,coupon,1823
211121,72681,bank_transfer,1692
211122,69957,gift_card,3499
211123,57984,bank_transfer,2876
211124,5048,credit_card,5018
211125,2187,coupon,7449
211126,20305,coupon,6093
211127,72484,credit_card,5090
211128,36649,coupon,7021
211129,69029,credit_card,5897
211130,34613,credit_card,3315
211131,44303,bank_transfer,3090
211132,41741,coupon,5559
211133,99265,credit_card,7155
211134,65215,coupon,2335
211135,55496,coupon,2714
211136,97014,bank_transfer,6307
211137,25311,gift_card,7638
211138,30052,credit_card,395
211139,88480,credit_card,6783
211140,37245,credit_card,9510
211141,69556,coupon,7932
211142,99899,gift_card,5064
211143,22525,bank_transfer,6838
211144,48476,coupon,5228
211145,3394,bank_transfer,5553
211146,96053,bank_transfer,5916
211147,68191,credit_card,9166
211148,16030,bank_transfer,9412
211149,47927,credit_card,9509
211150,29270,gift_card,900
211151,88342,bank_transfer,4402
211152,72696,credit_card,3947
211153,74415,coupon,7305
211154,23319,coupon,1083
211155,67307,bank_transfer,3335
211156,81408,bank_transfer,4643
211157,12031,gift_card,4381
211158,51110,credit_card,2032
211159,96333,coupon,6430
211160,38316,bank_transfer,5662
211161,80401,bank_transfer,9792
211162,46943,bank_transfer,7567
211163,11694,gift_card,1087
211164,56477,credit_card,3103
211165,36898,gift_card,625
211166,28617,gift_card,4175
211167,63140,coupon,6306
211168,16487,coupon,5293
211169,4762,bank_transfer,2437
211170,68172,bank_transfer,8642
211171,22594,coupon,471
211172,26933,credit_card,738
211173,97361,coupon,6274
211174,46699,bank_transfer,3633
211175,38061,coupon,9470
211176,24461,gift_card,3159
211177,91688,coupon,2742
211178,25056,coupon,470
211179,92427,bank_transfer,2020
211180,87789,gift_card,2274
211181,96154,credit_card,9933
211182,16746,bank_transfer,6789
211183,22517,bank_transfer,7769
211184,65047,gift_card,8893
211185,88723,bank_transfer,9744
211186,44926,coupon,8721
211187,34284,coupon,7606
211188,63295,credit_card,80
211189,72207,gift_card,5476
211190,85451,gift_card,4185
211191,84475,credit_card,75
211192,49746,credit_card,3100
211193,87873,coupon,71
211194,51629,bank_transfer,9197
211195,42984,gift_card,3403
211196,83500,bank_transfer,1042
211197,94928,gift_card,6597
211198,94161,bank_transfer,6483
211199,54595,coupon,2577
211200,10747,coupon,3855
211201,65021,bank_transfer,4310
211202,65017,coupon,9421
211203,29291,credit_card,9088
211204,61313,coupon,658
211205,85072,gift_card,3962
211206,31899,gift_card,4922
211207,14741,coupon,4076
211208,28412,coupon,7064
211209,60440,bank_transfer,6980
211210,15546,bank_transfer,3694
211211,23718,bank_transfer,9191
211212,80571,credit_card,1872
211213,61168,bank_transfer,7556
211214,87299,credit_card,5946
211215,60703,coupon,5030
211216,58834,gift_card,4878
211217,5860,credit_card,9747
211218,31537,bank_transfer,7023
211219,33201,credit_card,5879
211220,80982,credit_card,6903
211221,87858,bank_transfer,5393
211222,41945,coupon,4143
211223,1924,gift_card,5584
211224,53846,bank_transfer,8795
211225,38355,coupon,7688
211226,73355,coupon,1123
211227,63513,bank_transfer,7572
211228,41949,coupon,5994
211229,71356,credit_card,9837
211230,31812,gift_card,4464
211231,86967,credit_card,486
211232,6556,coupon,6592
211233,95251,gift_card,246
211234,98420,bank_transfer,7622
211235,64318,credit_card,8611
211236,13608,credit_card,5756
211237,38292,coupon,9369
211238,751,credit_card,1179
211239,90321,coupon,3755
211240,48468,bank_transfer,3046
211241,15417,credit_card,8716
211242,81039,gift_card,5075
211243,62039,coupon,3857
211244,6852,credit_card,6321
211245,80180,credit_card,5252
211246,29017,credit_card,5913
211247,94443,credit_card,9286
211248,52595,coupon,9745
211249,16227,bank_transfer,9491
211250,64238,gift_card,3210
211251,17632,bank_transfer,2877
211252,63526,gift_card,2012
211253,69193,coupon,5557
211254,24116,credit_card,7641
211255,1962,gift_card,9259
211256,18175,credit_card,4834
211257,97656,credit_card,8236
211258,4656,bank_transfer,2217
211259,31443,coupon,6433
211260,64266,gift_card,5779
211261,92272,gift_card,5199
211262,33849,bank_transfer,5046
211263,3641,bank_transfer,4324
211264,88499,bank_transfer,7567
211265,73690,coupon,1410
211266,44169,gift_card,2869
211267,67882,bank_transfer,8874
211268,32627,bank_transfer,3003
211269,19195,bank_transfer,7472
211270,30486,gift_card,7011
211271,97277,bank_transfer,9189
211272,38994,gift_card,6101
211273,4650,gift_card,9227
211274,49736,credit_card,7247
211275,51868,credit_card,1884
211276,85548,coupon,8423
211277,83195,coupon,4255
211278,3562,coupon,4399
211279,86206,bank_transfer,1173
211280,23011,bank_transfer,378
211281,12419,gift_card,1715
211282,65900,gift_card,6487
211283,35883,coupon,5358
211284,50158,bank_transfer,7403
211285,13495,coupon,6394
211286,69724,bank_transfer,4717
211287,55038,gift_card,7925
211288,40532,gift_card,5152
211289,76119,credit_card,8929
211290,20555,gift_card,8444
211291,20779,coupon,9543
211292,91909,credit_card,8657
211293,20355,bank_transfer,5415
211294,63151,coupon,5610
211295,76326,credit_card,3292
211296,35437,coupon,6848
211297,72282,coupon,4489
211298,37472,gift_card,9090
211299,69914,coupon,3750
211300,47086,bank_transfer,1850
211301,82723,gift_card,7405
211302,57055,bank_transfer,6406
211303,44019,bank_transfer,3985
211304,70483,credit_card,3310
211305,98531,coupon,5285
211306,73524,coupon,5609
211307,81278,bank_transfer,5268
211308,95921,bank_transfer,3614
211309,51375,gift_card,4585
211310,66008,gift_card,7548
211311,86556,gift_card,5125
211312,8296,gift_card,6924
211313,3634,gift_card,9219
211314,33024,bank_transfer,5007
211315,25361,bank_transfer,1060
211316,27037,credit_card,9497
211317,12020,coupon,5731
211318,15142,gift_card,622
211319,24076,gift_card,9917
211320,87099,bank_transfer,4529
211321,64718,bank_transfer,4443
211322,95323,bank_transfer,1194
211323,88758,credit_card,1354
211324,81250,credit_card,6211
211325,76594,gift_card,6488
211326,37847,gift_card,4033
211327,93923,coupon,9527
211328,68798,bank_transfer,7085
211329,26652,credit_card,6718
211330,86879,gift_card,7957
211331,64362,credit_card,867
211332,74832,bank_transfer,8760
211333,91898,coupon,7585
211334,87896,bank_transfer,4543
211335,96872,credit_card,518
211336,54494,coupon,7659
211337,25455,credit_card,2467
211338,69901,coupon,1189
211339,99321,gift_card,2192
211340,83841,gift_card,9824
211341,76258,credit_card,9873
211342,72069,credit_card,6843
211343,77464,credit_card,3687
211344,93209,gift_card,9228
211345,95412,credit_card,9179
211346,67792,bank_transfer,1287
211347,98825,coupon,9054
211348,10145,coupon,9588
211349,73621,coupon,5400
211350,7577,gift_card,7241
211351,3243,credit_card,3809
211352,28602,coupon,5941
211353,3481,gift_card,8152
211354,32364,coupon,487
211355,82744,bank_transfer,8578
211356,14078,credit_card,6904
211357,14215,bank_transfer,1983
211358,70005,credit_card,782
211359,920,coupon,4589
211360,14870,credit_card,7168
211361,62709,gift_card,3304
211362,50012,gift_card,7456
211363,16572,bank_transfer,1746
211364,77462,gift_card,9917
211365,44123,bank_transfer,9160
211366,82648,coupon,3712
211367,32356,bank_transfer,167
211368,98433,coupon,7372
211369,60014,gift_card,3409
211370,82621,coupon,9830
211371,44830,credit_card,3396
211372,57848,gift_card,4085
211373,71122,bank_transfer,2302
211374,29186,bank_transfer,7168
211375,60418,gift_card,3025
211376,50860,coupon,8505
211377,30727,coupon,9170
211378,58861,bank_transfer,9433
211379,78706,credit_card,7932
211380,54103,coupon,2460
211381,63366,bank_transfer,1871
211382,19667,gift_card,9902
211383,84842,gift_card,8358
211384,2700,credit_card,7322
211385,49967,credit_card,9972
211386,96527,credit_card,8520
211387,39037,coupon,4617
211388,75483,coupon,9153
211389,71797,coupon,9795
211390,11304,bank_transfer,3650
211391,16101,bank_transfer,5209
211392,26133,bank_transfer,8305
211393,18037,bank_transfer,1500
211394,37395,gift_card,8456
211395,21404,bank_transfer,7675
211396,64941,credit_card,1008
211397,1615,coupon,461
211398,41941,coupon,217
211399,59139,gift_card,7844
211400,13121,gift_card,4062
211401,36347,gift_card,5199
211402,909,credit_card,5857
211403,95745,coupon,1361
211404,1186,credit_card,1011
211405,77027,credit_card,1097
211406,632,gift_card,9775
211407,76365,coupon,9213
211408,71214,bank_transfer,7092
211409,60778,gift_card,1838
211410,9709,coupon,8628
211411,42986,gift_card,955
211412,94164,credit_card,8644
211413,86379,credit_card,4321
211414,96978,gift_card,3686
211415,90776,gift_card,2192
211416,88546,bank_transfer,676
211417,26076,coupon,8866
211418,39353,bank_transfer,1370
211419,51482,gift_card,7136
211420,96742,credit_card,9598
211421,28984,gift_card,8574
211422,73580,bank_transfer,5344
211423,4172,coupon,3683
211424,85622,credit_card,7617
211425,84433,gift_card,3713
211426,36510,bank_transfer,984
211427,88714,gift_card,5313
211428,16268,gift_card,3084
211429,66885,bank_transfer,7218
211430,94159,bank_transfer,4684
211431,3049,credit_card,9885
211432,94583,coupon,5361
211433,73067,credit_card,7216
211434,15385,coupon,4649
211435,66494,credit_card,2736
211436,7844,gift_card,4931
211437,3422,coupon,7352
